Timestamp,Hash Rate
2016-12-07 00:00:00,2494660.6281047
2016-12-10 00:00:00,1881686.8737704
2016-12-13 00:00:00,2537426.23887221
2016-12-16 00:00:00,2050571.62855749
2016-12-19 00:00:00,2343510.43263714
2016-12-22 00:00:00,2451435.25519279
2016-12-25 00:00:00,2574777.90954212
2016-12-28 00:00:00,2589949.6705277
2016-12-31 00:00:00,2337271.65389085
2017-01-03 00:00:00,2589949.6705277
2017-01-06 00:00:00,2542572.54240829
2017-01-09 00:00:00,2147763.14141322
2017-01-12 00:00:00,2897297.86405773
2017-01-15 00:00:00,2796813.54507307
2017-01-18 00:00:00,2528855.36111398
2017-01-21 00:00:00,3031276.95603728
2017-01-24 00:00:00,2910612.14912321
2017-01-27 00:00:00,3320832.65336205
2017-01-30 00:00:00,2852009.21994623
2017-02-02 00:00:00,3066886.62692848
2017-02-05 00:00:00,3336807.82080216
2017-02-08 00:00:00,3063987.05557934
2017-02-11 00:00:00,2917083.5666132
2017-02-14 00:00:00,3546669.94789663
2017-02-17 00:00:00,3168918.11912658
2017-02-20 00:00:00,3242870.59291391
2017-02-23 00:00:00,3286693.16849383
2017-02-26 00:00:00,3900209.22661268
2017-03-01 00:00:00,3155225.44175408
2017-03-04 00:00:00,3069265.84971519
2017-03-07 00:00:00,3504460.26124197
2017-03-10 00:00:00,3573175.16832514
2017-03-13,3321220.50902016
2017-03-16,3504460.26124197
2017-03-19,3925474.04529489
2017-03-22,3807236.87525589
2017-03-25,3145108.72303748
2017-03-28,3665352.27120909
2017-03-31,3352999.96635355
2017-04-03,4371318.47465352
2017-04-06,3651044.4078072
2017-04-09,3949088.84926085
2017-04-12,3526859.22386818
2017-04-15,3909321.04724491
2017-04-18,3779873.33044872
2017-04-21,4323553.74099272
2017-04-24,3210303.37654549
2017-04-27,3814281.63369607
2017-04-30,3918071.61012318
2017-05-03,3425069.22209443
2017-05-06,4359179.00993837
2017-05-09,4021861.58655028
2017-05-12,4286790.82682718
2017-05-15,4732171.69195208
2017-05-18,3952755.1779835
2017-05-21,4091936.69833503
2017-05-24,4562009.63318118
2017-05-27,4976737.78165219
2017-05-30,5302595.6125937
2017-06-02,4325022.11976917
2017-06-05,5533581.08610618
2017-06-08,5567322.4341922
2017-06-11,4926236.82055794
2017-06-14,4723788.73204186
2017-06-17,5129905.64429561
2017-06-20,4882255.02698479
2017-06-23,5660585.53853309
2017-06-26,5023769.66544811
2017-06-29,4245439.15389981
2017-07-02,6622798.79067395
2017-07-05,5248920.31814053
2017-07-08,5812562.76841065
2017-07-11,6094383.99354571
2017-07-14,5559049.84406697
2017-07-17,5918988.32317922
2017-07-20,6478892.62402049
2017-07-23,6878824.26747855
2017-07-26,5878995.15883341
2017-07-29,6713613.08566083
2017-08-01,6371518.15135964
2017-08-04,7654374.1549891
2017-08-07,6542565.61851024
2017-08-10,6149818.07831441
2017-08-13,6792336.38500398
2017-08-16,5966241.41926025
2017-08-19,6930018.8792946
2017-08-22,4084580.66395509
2017-08-25,4459277.5076504
2017-08-28,5695512.85630595
2017-08-31,7196655.77967341
2017-09-03,6799294.41760555
2017-09-06,7430760.7659943
2017-09-09,7751843.02131504
2017-09-12,8623352.00004277
2017-09-15,8256400.85110478
2017-09-18,6965995.45167762
2017-09-21,9653662.98815166
2017-09-24,7953301.89364767
2017-09-27,8063002.60942212
2017-09-30,7569349.3884371
2017-10-03,10223761.0883278
2017-10-06,8882939.96198973
2017-10-09,8994675.05585124
2017-10-12,8547734.68040521
2017-10-15,11601113.0653046
2017-10-18,8983426.01467175
2017-10-21,9102411.78970051
2017-10-24,9935312.21490186
2017-10-27,7510989.94359475
2017-10-30,10616495.4010426
2017-11-02,10833158.5724924
2017-11-05,10183169.0581429
2017-11-08 00:00:00,10399832.2295927
2017-11-11 00:00:00,5426063.16330753
2017-11-14 00:00:00,8681701.06129205
2017-11-17 00:00:00,11326906.8534045
2017-11-20 00:00:00,11869513.1697352
2017-11-23 00:00:00,10648648.957991
2017-11-26 00:00:00,10244850.0585939
2017-11-29 00:00:00,11584046.1446846
2017-12-02 00:00:00,10780528.4930301
2017-12-05 00:00:00,11918845.1662072
2017-12-08 00:00:00,12337090.7722833
2017-12-11 00:00:00,13523349.5003875
2017-12-14 00:00:00,14630524.3132847
2017-12-17 00:00:00,14630524.3132847
2017-12-20 00:00:00,12663310.6376441
2017-12-23 00:00:00,12942648.372298
2017-12-26 00:00:00,13221986.1069519
2017-12-29 00:00:00,15363575.4059653
2018-01-01 00:00:00,14975580.9596883
2018-01-04 00:00:00,16127548.7258182
2018-01-07 00:00:00,15551564.8427532
2018-01-10 00:00:00,15935554.0981299
2018-01-13 00:00:00,16501289.1137539
2018-01-16 00:00:00,17608758.1817911
2018-01-19 00:00:00,18273239.6226134
2018-01-22 00:00:00,18494733.4362209
2018-01-25 00:00:00,20445148.5647756
2018-01-28 00:00:00,20445148.5647756
2018-01-31 00:00:00,15139761.9118908
2018-02-03 00:00:00,20445148.5647756
2018-02-06 00:00:00,24293141.3193202
2018-02-09 00:00:00,19291612.224166
2018-02-12 00:00:00,23721537.9941597
2018-02-15 00:00:00,18720008.8990056
2018-02-18 00:00:00,23149934.6689992
2018-02-21 00:00:00,25265138.8267172
2018-02-24 00:00:00,21677190.1175976
2018-02-27 00:00:00,23919658.0607974
2018-03-02 00:00:00,23321666.6092775
2018-03-05 00:00:00,24372959.7309369
2018-03-08 00:00:00,26499459.5732334
2018-03-11 00:00:00,25027267.3747204
2018-03-14,23555075.1762075
2018-03-17,24372959.7309369
2018-03-20,21859737.3155061
2018-03-23,22892480.8107269
2018-03-26,25818587.3805191
2018-03-29,26162835.2122593
2018-04-01,28274794.2168317
2018-04-04,25656757.7152732
2018-04-07,31416438.0187018
2018-04-10,28623865.7503728
2018-04-13,28798401.5171434
2018-04-16,26910340.4324498
2018-04-19,33971919.1274899
2018-04-22,30536556.519092
2018-04-25,23474977.824052
2018-04-28,25592018.8297784
2018-05-01,31590148.2430077
2018-05-04,27591395.3008549
2018-05-07,29990647.0661466
2018-05-10,30790397.6545772
2018-05-13,30487010.8112811
2018-05-16,36872803.6163467
2018-05-19,31722970.7090357
2018-05-22,31104990.7601584
2018-05-25,37681533.9302713
2018-05-28,33399541.438195
2018-05-31,36396936.1826484
2018-06-03,34898238.8104217
2018-06-06,36103754.4868926
2018-06-09,35121339.3988139
2018-06-12,35612546.9428532
2018-06-15,37577377.1190106
2018-06-18,40279018.6112271
2018-06-21,42908653.8315633
2018-06-24,43161057.6776313
2018-06-27,30540865.3742303
2018-06-30,35588942.2955907
2018-07-03,30929068.6931155
2018-07-06,42660784.4042972
2018-07-09,36261666.7436526
2018-07-12,37594816.2562869
2018-07-15,35461777.0360721
2018-07-18,44793365.5190113
2018-07-21,35268339.5178422
2018-07-24,40931868.4915103
2018-07-27,42991333.5728441
2018-07-30,39630250.2088953
2018-08-02,45249464.7907536
2018-08-05,47319701.7419725
2018-08-08,46432457.3343105
2018-08-11,52376369.8984008
2018-08-14,43195594.4438796
2018-08-17,48277429.084336
2018-08-20,47642199.754279
2018-08-23,47324585.0892504
2018-08-26,57853309.2089489
2018-08-29,46483294.6823347
2018-09-01,50496240.9858456
2018-09-04,42135936.1868645
2018-09-07,52673943.1674501
2018-09-10,47105048.6593962
2018-09-13,51641090.3821529
2018-09-16,48500753.8048598
2018-09-19,54432500.67308
2018-09-22,55111696.535195
2018-09-25,60089527.1899868
2018-09-28,54756137.2027098
2018-10-01,56178374.5326503
2018-10-04,54911962.6283177
2018-10-07,52623567.2251537
2018-10-10,53364744.2283249
2018-10-13,52252978.7235681
2018-10-16,50029447.7140546
2018-10-19,50702736.5834647
2018-10-22,55344536.4115284
2018-10-25,48917428.9572864
2018-10-28,49988613.5329934
2018-10-31,58201028.6134137
2018-11-03,57499331.7996558
2018-11-06 00:00:00,45713754.4742605
2018-11-09 00:00:00,45356615.7674304
2018-11-12 00:00:00,49999418.9562224
2018-11-15 00:00:00,45356615.7674304
2018-11-18 00:00:00,40680711.6496954
2018-11-21 00:00:00,34727436.7741302
2018-11-24 00:00:00,47295461.5114344
2018-11-27 00:00:00,43326611.594391
2018-11-30 00:00:00,33404486.8017824
2018-12-03 00:00:00,35101305.9820655
2018-12-06 00:00:00,37892374.8161739
2018-12-09 00:00:00,35927585.0108908
2018-12-12 00:00:00,33682110.9477101
2018-12-15 00:00:00,41821954.42674
2018-12-18 00:00:00,35766529.4260719
2018-12-21 00:00:00,35537832.4598879
2018-12-24 00:00:00,38583932.3850211
2018-12-27 00:00:00,44168448.9144321
2018-12-30 00:00:00,44676132.2352876
2019-01-02 00:00:00,42174589.1025465
2019-01-05 00:00:00,45526212.0775833
2019-01-08 00:00:00,47202023.5651017
2019-01-11 00:00:00,41336683.3587873
2019-01-14 00:00:00,43423390.2168908
2019-01-17 00:00:00,37146820.7278501
2019-01-20 00:00:00,45921660.2698619
2019-01-23 00:00:00,42704219.1044576
2019-01-26 00:00:00,43874197.7100592
2019-01-29 00:00:00,42201068.245197
2019-02-01 00:00:00,45669649.196857
2019-02-04 00:00:00,42490116.6578353
2019-02-07 00:00:00,50294423.7990704
2019-02-10 00:00:00,41018987.2961362
2019-02-13 00:00:00,46101919.5246807
2019-02-16 00:00:00,45197960.3183144
2019-02-19 00:00:00,47005878.731047
2019-02-22 00:00:00,48813797.1437796
2019-02-25 00:00:00,43162133.913638
2019-02-28 00:00:00,45274965.6436762
2019-03-03 00:00:00,44067633.2265115
2019-03-06 00:00:00,38634637.3492703
2019-03-09 00:00:00,41652968.3921821
2019-03-12,43141131.5892332
2019-03-15,46157993.9381306
2019-03-18,48571483.8172485
2019-03-21,43141131.5892332
2019-03-24,47490106.9905989
2019-03-27,47250135.8386646
2019-03-30,44078985.7823784
2019-04-02,49787055.8836936
2019-04-05,50104170.8893222
2019-04-08,47034242.0441478
2019-04-11,49894432.4387244
2019-04-14,38771469.7931489
2019-04-17,43856252.7168405
2019-04-20,41631660.1877254
2019-04-23,36634060.0211406
2019-04-26,47687440.1999331
2019-04-29,51477170.5469476
2019-05-02,58109198.6542231
2019-05-05,42978500.6950398
2019-05-08,50641334.152295
2019-05-11,43311667.3670944
2019-05-14,50641334.152295
2019-05-17,50308167.4802404
2019-05-20,53659544.8294566
2019-05-23,52659677.5344978
2019-05-26,54992701.222735
2019-05-29,57992303.1076115
2019-06-01,55994233.735333
2019-06-04,57106701.9552403
2019-06-07,58589992.9151166
2019-06-10,58219170.1751475
2019-06-13,55994233.735333
2019-06-16,47882020.4805591
2019-06-19,65193212.5004535
2019-06-22,51933576.0596833
2019-06-25,53775192.2320125
2019-06-28,64293187.5738079
2019-07-01,56404452.902175
2019-07-04,65870934.5081345
2019-07-07,60348820.2379915
2019-07-10,58125055.9333793
2019-07-13,63532037.8806704
2019-07-16,72994256.2884298
2019-07-19,53168655.8150291
2019-07-22,71191928.9726661
2019-07-25,67211666.9196491
2019-07-28,78413611.4062573
2019-07-31,76621300.2883999
2019-08-03,77517455.8473286
2019-08-06,79916269.034042
2019-08-09,72967028.2484731
2019-08-12,66017787.4629043
2019-08-15,77930771.6667366
2019-08-18,62740159.3489764
2019-08-21,68846457.984608
2019-08-24,80995832.9230682
2019-08-27,68340234.0288388
2019-08-30,80995832.9230682
2019-09-02,79786349.9315495
2019-09-05,88354011.6691656
2019-09-08,94779757.9723776
2019-09-11,98528109.9825847
2019-09-14,91618125.6260619
2019-09-17,87480532.8558527
2019-09-20,89253786.9002281
2019-09-23,67383653.6862649
2019-09-26,102155715.0684
2019-09-29,86263992.570523
2019-10-02,93875521.3267456
2019-10-05,100218461.956931
2019-10-08,102755638.209005
2019-10-11,100875176.08461
2019-10-14,87295825.4578357
2019-10-17,96995361.6198175
2019-10-20,94408818.643289
2019-10-23,109144376.317496
2019-10-26,95285003.0093039
2019-10-29,90520752.8588387
2019-11-01,88478931.3657822
2019-11-04 00:00:00,89840145.6944865
2019-11-07 00:00:00,91737090.3690835
2019-11-10 00:00:00,104964271.994364
2019-11-13 00:00:00,85362510.3568626
2019-11-16 00:00:00,93582603.9467827
2019-11-19 00:00:00,92950289.0552504
2019-11-22 00:00:00,85127203.6530772
2019-11-25 00:00:00,80612882.2472322
2019-11-28 00:00:00,105119198.450391
2019-12-01 00:00:00,89641525.0589222
2019-12-04 00:00:00,107698810.682302
2019-12-07 00:00:00,99217250.2997196
2019-12-10 00:00:00,94736471.2539258
2019-12-13 00:00:00,97296916.4229509
2019-12-16 00:00:00,100497472.884232
2019-12-19 00:00:00,100622310.115052
2019-12-22 00:00:00,108781593.877265
2019-12-25 00:00:00,82390792.9957983
2019-12-28 00:00:00,95908032.4716714
2019-12-31 00:00:00,93333320.1905527
2020-01-03 00:00:00,115924073.721928
2020-01-06 00:00:00,92602070.7246171
2020-01-09 00:00:00,107692778.546407
2020-01-12 00:00:00,103577130.958646
2020-01-15 00:00:00,110915119.366187
2020-01-18 00:00:00,96958912.29362
2020-01-21 00:00:00,112384193.794878
2020-01-24 00:00:00,111649656.580532
2020-01-27 00:00:00,94755300.6505832
2020-01-30 00:00:00,119936535.919975
2020-02-02 00:00:00,109941824.59331
2020-02-05 00:00:00,122243007.76459
2020-02-08 00:00:00,106866528.80049
2020-02-11 00:00:00,114190850.876276
2020-02-14 00:00:00,104332444.722146
2020-02-17 00:00:00,121334769.047237
2020-02-20 00:00:00,97376948.4073364
2020-02-23 00:00:00,109742275.18922
2020-02-26 00:00:00,104700775.427287
2020-02-29 00:00:00,107010351.35583
2020-03-03 00:00:00,117788372.355698
2020-03-06 00:00:00,119328089.641393
2020-03-09,119877105.097528
2020-03-12,124250397.349837
2020-03-15,97919187.3154346
2020-03-18,82285031.3575081
2020-03-21,102033438.88331
2020-03-24,108616241.391911
2020-03-27,107197274.863781
2020-03-30,101664512.290166
2020-04-02,105814084.220377
2020-04-05,121029181.297817
2020-04-08,103061194.836332
2020-04-11,116308064.119463
2020-04-14,122891539.44698
2020-04-17,92900151.843848
2020-04-20,117771058.636689
2020-04-23,112649865.245436
2020-04-26,108683320.694541
2020-04-29,115029791.975974
2020-05-02,117409718.706511
2020-05-05,126294576.814336
2020-05-08,109678682.174133
2020-05-11,125690168.622911
2020-05-14,91265472.7580373
2020-05-17,81658580.8887703
2020-05-20,86971887.3185643
2020-05-23,89549429.1658213
2020-05-26,93312010.2232088
2020-05-29,95569558.8576412
2020-06-01,100837172.337984
2020-06-04,108668660.65278
2020-06-07,108539589.208428
2020-06-10,111952783.837623
2020-06-13,107856950.282588
2020-06-16,106374812.691088
2020-06-19,111422273.155323
2020-06-22,112206937.050783
2020-06-25,110637609.259863
2020-06-28,117699584.319003
2020-07-01,127111309.039231
2020-07-04,123188120.488637
2020-07-07,126326671.329112
2020-07-10,126326671.329112
2020-07-13,121086665.700822
2020-07-16,117268964.179098
2020-07-19,112957605.201925
2020-07-22,124167138.542574
2020-07-25,122442594.951705
2020-07-28,121437040.395232
2020-07-31,128137015.037728
2020-08-03,135674486.510536
2020-08-06,130649505.528664
2020-08-09,130649505.528664
2020-08-12,132269332.313077
2020-08-15,131426852.489427
2020-08-18,117947175.311024
2020-08-21,130584372.66577661
2020-08-24,128441437.17505692
2020-08-27,112592821.26339707
2020-08-30,110847196.12753047
2020-09-02,125685009.78239675
2020-09-05,123066572.0785968
2020-09-08,133652505.32879263
2020-09-11,118993843.45402186
2020-09-14,151760264.11527425
2020-09-17,153484812.57112962
2020-09-20,135165071.8298032
2020-09-23,136339422.42648664
2020-09-26,144020516.64769718
2020-09-29,135379285.64883536
2020-10-02,130578601.76057878
2020-10-05,134303836.4311328
2020-10-08,155408725.01316798
2020-10-11,134303836.4311328
2020-10-14,142937654.4874199
2020-10-17,152419671.45957646
2020-10-20,143146506.838782
2020-10-23,130223558.30472532
2020-10-26,109348026.05740291
2020-10-29,107359880.12908651
2020-11-01,124259120.51977606
2020-11-04 00:00:00,132689483.0919183
2020-11-07 00:00:00,121840657.43031493
2020-11-10 00:00:00,122675182.48120748
2020-11-13 00:00:00,115998982.07406694
2020-11-16 00:00:00,135534841.86269382
2020-11-19 00:00:00,119839616.36476107
2020-11-22 00:00:00,152205060.20049945
2020-11-25 00:00:00,135584967.41998515
2020-11-28 00:00:00,134710225.69469494
2020-12-01 00:00:00,144750713.6586838
2020-12-04 00:00:00,137132255.0450689
2020-12-07 00:00:00,142846099.00528008
2020-12-10 00:00:00,123799952.47124276
2020-12-13 00:00:00,148463110.1109586
2020-12-16 00:00:00,132718173.16882376
2020-12-19 00:00:00,146639659.8648542
2020-12-22 00:00:00,132718173.16882376
2020-12-25 00:00:00,133646272.28189245
2020-12-28 00:00:00,147938033.9968089
2020-12-31 00:00:00,153482070.38176647
2021-01-03 00:00:00,146085344.09830785
2021-01-06 00:00:00,163652569.02152207
2021-01-09 00:00:00,133808024.52210465
2021-01-12 00:00:00,151611247.4016758
2021-01-15 00:00:00,158782049.6436469
2021-01-18 00:00:00,148538046.440831
2021-01-21 00:00:00,132147641.31632549
2021-01-24 00:00:00,143884925.38771522
2021-01-27 00:00:00,146990355.43205437
2021-01-30 00:00:00,140779495.34337604
2021-02-02 00:00:00,157341788.913185
2021-02-05 00:00:00,174939225.83110696
2021-02-08 00:00:00,172612555.6190783
2021-02-11 00:00:00,137450738.7337105
2021-02-14 00:00:00,158760930.78544855
2021-02-17 00:00:00,147040325.15699264
2021-02-20 00:00:00,157667240.0893604
2021-02-23 00:00:00,137148900.6256765
